1,3
2,4
3,4
4,5
5,5
6,5
7,6
8,7
9,8
10,8
11,8
12,8
13,9
14,9
15,9
16,9
17,10
18,10
19,11
20,11
21,12
22,12
23,12
24,13
25,13
26,14
27,14
28,15
29,15
30,16
31,16
32,16
33,17
34,17
35,18
36,18
37,19
38,19
39,19
40,20
41,20
42,20
43,21
44,21
45,22
46,22
47,23
48,23
49,24
50,24
51,25
52,25
53,26
54,26
55,27
56,27
57,28
58,28
59,29
60,29
61,30
62,30
63,31
64,31
65,32
66,32
67,33
68,33
69,34
70,34
71,34
72,35
73,35
74,35
75,36
76,36
77,37
78,37
79,38
80,38
81,39
82,39
83,39
84,40
85,40
86,41
87,41
88,42
89,42
90,43
91,43
92,43
93,44
94,44
95,45
96,45
97,46
98,46
99,47
100,47
101,47
102,48
103,48
104,49
105,49
106,50
107,50
108,50
109,51
110,51
111,52
112,52
113,52
114,52
115,53
116,53
117,53
118,53
119,54
120,54
121,55
122,55
123,56
124,56
125,57
126,57
127,58
128,58
129,58
130,59
131,59
132,60
133,60
134,61
135,61
136,61
137,62
138,62
139,63
140,63
141,64
142,64
143,64
144,65
145,65
146,66
147,66
148,66
149,66
150,67
151,67
152,67
153,67
154,68
155,68
156,69
157,69
158,70
159,70
160,70
161,71
162,71
163,72
164,72
165,73
166,73
167,73
168,74
169,74
170,75
171,75
172,76
173,76
174,77
175,77
176,78
177,78
178,79
179,79
180,80
181,80
182,81
183,81
184,82
185,82
186,82
187,83
188,83
189,83
190,84
191,84
192,85
193,85
194,86
195,86
196,86
197,87
198,87
199,88
200,88
201,89
202,89
203,90
204,90
205,91
206,91
207,92
208,92
209,92
210,93
211,93
212,94
213,94
214,95
215,95
216,95
217,96
218,96
219,97
220,97
221,97
222,97
223,98
224,98
225,99
226,99
227,100
228,100
229,100
230,101
231,101
232,102
233,102
234,103
235,103
236,104
237,104
238,105
239,105
240,106
241,106
242,107
243,107
244,108
245,108
246,108
247,109
248,109
249,109
250,110
251,111
252,112
253,112
254,112
255,112
256,113
257,113
258,113
259,114
260,115
261,116
262,116
263,116
264,116
265,116
266,117
267,117
268,118
269,118
270,119
271,119
272,120
273,120
274,121
275,121
276,122
277,122
278,123
279,123
280,124
281,124
282,125
283,125
284,126
285,126
286,127
287,127
288,128
289,128
290,129
291,129
292,129
293,130
294,130
295,130
296,131
297,131
298,132
299,132
300,133
301,133
302,134
